Loyalty Number,Segment_Name,Risk_Level,Churn_Prob,CLV,Revenue_At_Risk,Recommended_Action,Months_Since_Last_Active,Flights_6M,Points_6M
346384,Champions,Low,0.005654356,5528.66,31.26101171431132,Routine: Standard newsletter + rewards update,0.0,10.0,18805.0
346390,Dormant Members,Low,0.015117454,2674.73,40.43510865363292,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,3.0,5168.0
346456,Champions,Low,0.0053443178,13235.54,70.73493148940616,Routine: Standard newsletter + rewards update,0.0,10.0,12636.0
346499,Dormant Members,Low,0.017982319,9816.53,176.5239739073813,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
346529,Champions,Low,0.007148584,6297.0,45.014632725622505,Routine: Standard newsletter + rewards update,0.0,2.0,2869.0
346532,Dormant Members,Critical,0.9998524,7205.02,7203.956675219536,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
346554,Dormant Members,Critical,0.9997515,3808.12,3807.173713543415,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
346560,At-Risk Loyalists,Critical,0.88387924,22837.14,20185.274045802355,Targeted Retention: Double points campaign for next 3 flights,6.066666666666666,5.0,4940.0
346598,Dormant Members,Low,0.019170363,5320.08,101.98786214143038,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,7.0,7067.0
346633,Champions,Low,0.021621501,5504.14,119.00776891727,Routine: Standard newsletter + rewards update,0.0,10.0,18511.0
346678,Champions,Low,0.0074108006,2691.57,19.94668843672145,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,18026.0
346704,Champions,Low,0.0070711197,2913.48,20.60156592015177,Routine: Standard newsletter + rewards update,0.0,17.0,13502.0
346766,Dormant Members,Low,0.012691655,27542.37,349.55826332752594,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
346809,Champions,Low,0.009563657,4860.62,46.48530469963327,Routine: Standard newsletter + rewards update,0.0,9.0,14819.0
346828,Champions,Low,0.0043500536,2814.44,12.242964888159186,Routine: Standard newsletter + rewards update,0.0,9.0,6723.0
346925,Champions,Low,0.008762212,5264.36,46.12743593666702,Routine: Standard newsletter + rewards update,0.0,10.0,11694.0
347001,Champions,Low,0.017736522,9581.28,169.9385881152749,Routine: Standard newsletter + rewards update,1.0333333333333334,5.0,8828.0
347013,Champions,Low,0.008443531,6446.71,54.43299346987158,Routine: Standard newsletter + rewards update,0.0,27.0,63276.0
347142,Champions,Low,0.09756384,7914.82,772.2002356614172,Routine: Standard newsletter + rewards update,4.0,6.0,11437.0
347212,Dormant Members,Low,0.059618805,2937.17,175.11056431818753,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
347227,Champions,Low,0.017772615,2386.2,42.40901380777359,Routine: Standard newsletter + rewards update,0.0,4.0,11376.0
347231,Champions,Low,0.05736947,13080.79,750.4379972815514,Routine: Standard newsletter + rewards update,2.033333333333333,12.0,17568.0
347276,At-Risk Loyalists,Critical,0.9706076,3508.57,3405.444632590413,Targeted Retention: Double points campaign for next 3 flights,16.166666666666668,0.0,0.0
347423,Dormant Members,Low,0.15679274,8625.84,1352.4691314804554,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,8.0,10950.0
347431,Champions,Low,0.030151142,4932.92,148.73317044474186,Routine: Standard newsletter + rewards update,2.033333333333333,12.0,22958.0
347466,Champions,Low,0.008235903,3427.15,28.22567653199658,Routine: Standard newsletter + rewards update,0.0,4.0,6098.0
347515,Dormant Members,Low,0.059765976,5451.8,325.8321475334466,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,3.0,5049.0
347629,Champions,Low,0.012248571,6912.04,84.66261290770024,Routine: Standard newsletter + rewards update,0.0,13.0,22546.0
347634,Champions,Low,0.022942958,2903.24,66.60891454420984,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,13883.0
347733,Dormant Members,Critical,0.9998373,2141.75,2141.401492983103,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
347850,Champions,Low,0.025876326,3055.7,79.07029084470122,Routine: Standard newsletter + rewards update,2.033333333333333,10.0,13636.0
347861,Champions,Low,0.0075745885,4735.18,35.867040096735586,Routine: Standard newsletter + rewards update,0.0,9.0,9051.0
347914,Dormant Members,Low,0.004682305,23536.75,110.20623757864814,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
347932,Champions,Low,0.0083004255,4425.75,36.73560808924958,Routine: Standard newsletter + rewards update,2.033333333333333,9.0,11594.0
347955,Champions,Low,0.010265675,5453.71,55.98601644053124,Routine: Standard newsletter + rewards update,0.0,10.0,12324.0
347982,Champions,Low,0.006686327,5577.54,37.29325656132772,Routine: Standard newsletter + rewards update,0.0,0.0,0.0
347987,Dormant Members,Low,0.014305058,8742.06,125.0556747748889,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
347997,Dormant Members,Low,0.1823218,4909.84,895.1708752596379,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
348047,Champions,Low,0.00525158,2758.5,14.48648320371285,Routine: Standard newsletter + rewards update,0.0,2.0,2722.0
348056,Champions,Low,0.009103829,10209.93,92.94945724183694,Routine: Standard newsletter + rewards update,0.0,10.0,18626.0
348065,Champions,Low,0.007982642,3499.99,27.93916853799485,Routine: Standard newsletter + rewards update,0.0,13.0,21314.0
348085,Champions,Low,0.006856166,4017.06,27.541629494279626,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,13526.0
348143,Champions,Low,0.007973114,4950.25,39.46890771994367,Routine: Standard newsletter + rewards update,0.0,0.0,0.0
348173,Dormant Members,Critical,0.9999143,6699.28,6698.705794801712,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
348202,Champions,Low,0.015432129,5087.02,78.5035472516343,Routine: Standard newsletter + rewards update,0.0,14.0,26020.0
348215,Champions,Low,0.0117104305,2523.65,29.55302791981958,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,15644.0
348238,Dormant Members,Low,0.102148406,9575.36,978.107762863636,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,6.0,10506.0
348245,Dormant Members,Low,0.17841122,2419.31,431.6320378771424,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,2.0,2528.0
348299,Dormant Members,Critical,0.99982315,4827.78,4826.926221681833,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
348350,Dormant Members,Critical,0.99982834,23594.68,23590.62970474243,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
348400,Champions,Low,0.02555151,2551.23,65.18777659211308,Routine: Standard newsletter + rewards update,3.066666666666667,4.0,2948.0
348448,Champions,Low,0.024096658,6047.03,145.7132165671326,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,24917.0
348463,Champions,Low,0.006206037,3136.43,19.464800662402997,Routine: Standard newsletter + rewards update,1.0333333333333334,6.0,10214.0
348471,Champions,Low,0.008165736,9191.67,75.05674833398312,Routine: Standard newsletter + rewards update,0.0,10.0,15482.0
348475,Champions,Low,0.012809161,3211.07,41.13111292313785,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,15369.0
348600,Dormant Members,Medium,0.21808572,22895.35,4993.148915391415,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,8.0,9817.0
348672,Champions,Low,0.11674459,3161.17,369.0495043767989,Routine: Standard newsletter + rewards update,4.0,6.0,10140.0
348681,Champions,Low,0.0078216335,35944.71,281.14634718247686,Routine: Standard newsletter + rewards update,0.0,11.0,17918.0
348718,Dormant Members,Critical,0.99987173,2413.89,2413.5803722715377,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
348723,Champions,Low,0.007017392,2753.31,19.32105611676816,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,14196.0
348732,Dormant Members,Critical,0.7723234,4770.55,3684.407537004352,Re-Engagement: Points expiry reminder + transfer partner offer,4.0,2.0,3384.0
348740,Champions,Low,0.01222429,5220.69,63.81922641246579,Routine: Standard newsletter + rewards update,0.0,8.0,15064.0
348751,Champions,Low,0.016628625,8012.12,133.23053790442646,Routine: Standard newsletter + rewards update,2.033333333333333,13.0,20387.0
348774,Champions,Low,0.009761888,8767.63,85.5886186003778,Routine: Standard newsletter + rewards update,0.0,11.0,17911.0
348835,Champions,Low,0.007093428,25464.82,180.6328714924026,Routine: Standard newsletter + rewards update,0.0,11.0,19230.0
348920,Champions,Low,0.0030876864,4515.18,13.941459765695036,Routine: Standard newsletter + rewards update,0.0,9.0,11671.0
348994,Champions,Low,0.011206718,25390.55,284.54473782060666,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,7854.0
349001,Champions,Low,0.011944885,3436.13,41.04417895152233,Routine: Standard newsletter + rewards update,0.0,14.0,19166.0
349046,Champions,Low,0.017262667,5639.94,97.36040847480297,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,18429.0
349108,At-Risk Loyalists,Critical,0.9853607,7507.46,7397.555905767679,Targeted Retention: Double points campaign for next 3 flights,12.166666666666666,0.0,0.0
349115,Champions,Low,0.012940167,2736.35,35.408827200206,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,18010.0
349132,Champions,Low,0.008300849,2457.44,20.398838947862387,Routine: Standard newsletter + rewards update,0.0,15.0,24167.0
349153,Champions,Low,0.014822963,3402.39,50.43350003999658,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,8369.0
349220,Champions,Low,0.008600195,7408.17,63.711706137405706,Routine: Standard newsletter + rewards update,0.0,13.0,25203.0
349278,Champions,Low,0.12337959,7455.36,919.8392461395264,Routine: Standard newsletter + rewards update,0.0,9.0,16320.0
349342,Champions,Low,0.012630782,5271.98,66.5892305635102,Routine: Standard newsletter + rewards update,0.0,8.0,13146.0
349447,Dormant Members,Critical,0.99987125,2864.09,2863.721259775162,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
349470,Champions,Low,0.00986759,9587.59,94.60640644837171,Routine: Standard newsletter + rewards update,1.0333333333333334,17.0,28324.5
349490,Champions,Low,0.047239058,10083.49,476.3345661260933,Routine: Standard newsletter + rewards update,3.066666666666667,5.0,11384.0
349539,Champions,Low,0.012247376,5297.67,64.88255717642605,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,12626.0
349577,Champions,Low,0.007316823,7381.62,54.01000786012038,Routine: Standard newsletter + rewards update,0.0,14.0,24323.0
349638,Champions,Low,0.0097547965,3707.28,36.16376201458276,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,13550.0
349670,Champions,Low,0.004416319,5799.83,25.61389986639377,Routine: Standard newsletter + rewards update,0.0,6.0,8080.0
349695,Dormant Members,Critical,0.9996455,3223.33,3222.1872378849985,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
349730,Champions,Low,0.009298163,6232.69,57.952564649228,Routine: Standard newsletter + rewards update,0.0,11.0,17604.0
349767,Champions,Low,0.007137962,5382.76,38.421937149632726,Routine: Standard newsletter + rewards update,0.0,5.0,11748.0
349838,Champions,Low,0.004304813,8714.92,37.5161028368026,Routine: Standard newsletter + rewards update,0.0,4.0,5646.0
350001,Champions,Low,0.014509818,4788.93,69.48650072900578,Routine: Standard newsletter + rewards update,0.0,9.0,13905.0
350059,Dormant Members,Low,0.07250751,7076.65,513.1102571893483,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,11.0,17464.0
350238,Champions,Low,0.012443258,2422.19,30.139936129497364,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,23247.0
350269,Dormant Members,Critical,0.9998596,8609.16,8607.951028203965,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
350271,Dormant Members,Low,0.07369612,8311.14,612.4987838539481,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,9.0,14341.0
350486,Dormant Members,Critical,0.9998665,32861.26,32856.872548446656,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
350587,Champions,Low,0.0045033623,10972.07,49.41120690051,Routine: Standard newsletter + rewards update,0.0,14.0,24127.0
350631,Champions,Low,0.0078038983,22325.83,174.22850688803942,Routine: Standard newsletter + rewards update,0.0,7.0,13656.0
350675,Champions,Low,0.003167108,4815.85,15.252316744590646,Routine: Standard newsletter + rewards update,0.0,8.0,11977.0
350692,Champions,Low,0.05835704,15727.13,917.788775398843,Routine: Standard newsletter + rewards update,3.066666666666667,6.0,12172.0
350863,Champions,Low,0.0151187945,5181.62,78.33984803859144,Routine: Standard newsletter + rewards update,0.0,8.0,13811.0
350901,Dormant Members,Low,0.111417934,13561.43,1510.9865167339146,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,14.0,23720.0
350910,Dormant Members,Critical,0.9993094,2693.61,2691.7498483836653,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
350979,Champions,Low,0.012727273,17223.07,219.202708565956,Routine: Standard newsletter + rewards update,1.0333333333333334,5.0,6164.0
351029,Champions,Low,0.008362443,5317.81,44.46988400076516,Routine: Standard newsletter + rewards update,0.0,3.0,4907.0
351138,Champions,Low,0.018255461,2836.68,51.78490113034844,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,15935.0
351145,Champions,Low,0.004766983,9816.53,46.795231433371086,Routine: Standard newsletter + rewards update,0.0,9.0,11447.0
351238,Champions,Low,0.013355921,6176.7,82.4955173802562,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,12914.0
351292,Dormant Members,Low,0.01927523,2582.41,49.77654521744698,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
351296,Champions,Low,0.0076741744,39365.3,302.096176850237,Routine: Standard newsletter + rewards update,0.0,5.0,8247.0
351367,Champions,Low,0.0063908277,5079.83,32.464318315656854,Routine: Standard newsletter + rewards update,0.0,4.0,5562.0
351389,Champions,Low,0.0065315063,4436.81,28.97905251636636,Routine: Standard newsletter + rewards update,0.0,7.0,11180.0
351461,Champions,Low,0.00699498,5640.73,39.45679309389088,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,12672.0
351500,Champions,Medium,0.36990416,2572.45,951.559957677126,Engagement Nudge: Personalized bonus miles offer,6.066666666666666,2.0,1356.0
351513,Dormant Members,Critical,0.999764,5096.67,5095.467314373851,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
351551,Champions,Low,0.014576823,4034.93,58.8164622456301,Routine: Standard newsletter + rewards update,0.0,5.0,6348.0
351615,Champions,Low,0.0069764988,8689.82,60.62451842471026,Routine: Standard newsletter + rewards update,0.0,11.0,20833.0
351753,Dormant Members,Low,0.022607738,6005.85,135.7786841810681,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,3.0,1737.0
351889,Champions,Low,0.025701508,8707.62,223.79896444648503,Routine: Standard newsletter + rewards update,2.033333333333333,9.0,12663.0
351897,Champions,Low,0.019076116,11315.2,215.85007209777837,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,12244.0
351937,Champions,Low,0.019950202,27929.96,557.2083364477008,Routine: Standard newsletter + rewards update,0.0,12.0,15621.0
351966,Dormant Members,Low,0.006840647,5761.11,39.40972098036669,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
352005,Champions,Low,0.0019245122,4196.26,8.075753603694029,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,15172.0
352026,At-Risk Loyalists,Critical,0.9923569,4465.34,4431.210943772793,Targeted Retention: Double points campaign for next 3 flights,11.166666666666666,0.0,0.0
352034,Dormant Members,Critical,0.9998685,12379.57,12377.942237001656,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
352053,Champions,Low,0.010450011,22837.14,238.64836693178864,Routine: Standard newsletter + rewards update,0.0,5.0,7241.0
352068,Champions,Low,0.020352604,2951.29,60.06643626855686,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,22498.0
352078,Champions,Low,0.00883231,5412.46,47.80452634921298,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,17382.0
352092,Champions,Low,0.008762253,8096.31,70.94192021654919,Routine: Standard newsletter + rewards update,0.0,10.0,13870.0
352101,Champions,Low,0.0075381813,5015.01,37.80405442053918,Routine: Standard newsletter + rewards update,0.0,2.0,2811.0
352170,Champions,Low,0.015256765,2030.78,30.98313383297995,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,12526.0
352216,Dormant Members,Low,0.06407533,2555.85,163.76692811585963,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
352242,Champions,Low,0.011102196,7462.93,82.85491031926125,Routine: Standard newsletter + rewards update,0.0,10.0,14840.0
352280,Champions,Low,0.07079231,7437.69,526.5312557166069,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,12514.0
352306,Dormant Members,Low,0.047920257,14439.8,691.9589249074459,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,10.0,13471.0
352337,Champions,Low,0.010420802,5536.39,57.69362425793894,Routine: Standard newsletter + rewards update,0.0,3.0,3012.0
352377,Champions,Low,0.0037693565,7805.31,29.42099617480533,Routine: Standard newsletter + rewards update,0.0,16.0,25268.0
352424,Champions,Low,0.011336964,6273.17,71.11870009567589,Routine: Standard newsletter + rewards update,0.0,11.0,14762.0
352490,Champions,Low,0.006384073,2554.44,16.307730987891556,Routine: Standard newsletter + rewards update,0.0,9.0,14301.0
352501,Champions,Low,0.005018094,17367.27,87.1505949270213,Routine: Standard newsletter + rewards update,0.0,10.0,20608.0
352581,At-Risk Loyalists,Critical,0.99210805,4720.61,4683.355167788863,Targeted Retention: Double points campaign for next 3 flights,9.1,0.0,0.0
352582,Champions,Low,0.008702967,5469.54,47.60122785307467,Routine: Standard newsletter + rewards update,0.0,9.0,26938.5
352617,Champions,Low,0.0066542686,3886.65,25.862813039892355,Routine: Standard newsletter + rewards update,0.0,7.0,9506.0
352653,Champions,Low,0.0091892,13778.37,126.61219286765903,Routine: Standard newsletter + rewards update,0.0,2.0,3432.0
352702,Champions,Low,0.015713787,12663.6,198.99310933426025,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,11840.0
352734,Dormant Members,Critical,0.999874,6005.21,6004.453318203688,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
352747,Dormant Members,Low,0.14598563,16504.96,2409.4870354652403,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,7.0,10480.0
352809,Dormant Members,Low,0.038235933,7098.02,271.39941423237326,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,3.0,6451.5
352834,Champions,Low,0.10231016,4582.69,468.8557393962889,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,24260.0
352916,Dormant Members,Low,0.0106055,4294.0,45.54001734219492,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,4.0,4420.0
353032,Champions,Low,0.007682695,2393.92,18.391757342517376,Routine: Standard newsletter + rewards update,0.0,13.0,15390.0
353076,Dormant Members,Low,0.01803447,19964.4,360.0473596170545,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
353096,Champions,Low,0.025082802,2538.63,63.67595465669409,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,16973.0
353128,Champions,Low,0.003738694,4670.06,17.45992480173707,Routine: Standard newsletter + rewards update,0.0,5.0,8690.0
353308,Dormant Members,Critical,0.99885774,5500.58,5494.296888718605,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
353369,Dormant Members,Low,0.02275379,43217.22,983.3555491688847,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
353396,Champions,Low,0.0073596467,9971.02,73.38318470186555,Routine: Standard newsletter + rewards update,0.0,10.0,12758.0
353455,Champions,Low,0.0072655184,46611.87,338.6594000497554,Routine: Standard newsletter + rewards update,0.0,3.0,5940.0
353486,Champions,Low,0.013438517,6140.24,82.5157210226357,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,22837.0
353535,Dormant Members,Critical,0.99987197,4416.21,4415.644589202404,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
353614,Dormant Members,Critical,0.9998599,15306.22,15304.076043756007,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
353648,At-Risk Loyalists,Critical,0.93479896,6857.52,6410.402536182404,Targeted Retention: Double points campaign for next 3 flights,7.066666666666666,0.0,0.0
353786,Dormant Members,Low,0.036520336,2656.52,97.01700252130628,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,7.0,7799.0
354002,Champions,Low,0.0086977,6005.21,52.23151354830712,Routine: Standard newsletter + rewards update,0.0,6.0,11758.0
354084,Champions,Low,0.006412304,2558.18,16.403827863391488,Routine: Standard newsletter + rewards update,0.0,9.0,11697.0
354150,Dormant Members,Low,0.016163332,5583.07,90.24101615438238,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,6.0,4418.0
354176,At-Risk Loyalists,Critical,0.9830273,2886.45,2837.4590905576943,Targeted Retention: Double points campaign for next 3 flights,14.2,0.0,0.0
354206,Dormant Members,Medium,0.3325818,2479.92,824.7762284445763,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
354295,Champions,Low,0.0084259035,7100.33,59.826695444853975,Routine: Standard newsletter + rewards update,0.0,7.0,12551.0
354438,Dormant Members,Low,0.068250544,4167.09,284.40616093553604,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
354442,Champions,Low,0.013575942,6880.47,93.4088634110894,Routine: Standard newsletter + rewards update,1.0333333333333334,5.0,6641.0
354461,Champions,Low,0.009271473,2551.23,23.653659277260303,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,20746.0
354464,Champions,Low,0.010463782,3600.93,37.67934527434409,Routine: Standard newsletter + rewards update,0.0,6.0,4921.0
354477,Champions,Low,0.0065948083,2504.44,16.516301715243607,Routine: Standard newsletter + rewards update,0.0,10.0,16106.0
354483,Champions,Low,0.013353634,14131.12,188.70180017091332,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,14167.0
354547,Champions,Low,0.012786004,12362.09,158.0617292337399,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,14586.0
354730,At-Risk Loyalists,Critical,0.82756996,3885.46,3215.489982795715,Targeted Retention: Double points campaign for next 3 flights,7.066666666666666,0.0,0.0
355039,Dormant Members,Low,0.030597137,8092.88,247.61896040931344,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,11976.0
355099,Dormant Members,High,0.42261046,7488.79,3164.8409995633365,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355102,Dormant Members,Low,0.021579094,2279.75,49.19494007341564,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,4.0,6220.0
355126,Champions,Low,0.019254513,8378.36,161.32124224990608,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,16969.0
355184,Champions,Low,0.023508571,4629.97,108.84397888176144,Routine: Standard newsletter + rewards update,2.033333333333333,10.0,18831.0
355298,Champions,Low,0.013009184,5979.72,77.7912779884413,Routine: Standard newsletter + rewards update,2.033333333333333,12.0,22152.0
355331,Champions,Low,0.0068683755,4145.02,28.469553671069445,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,14943.0
355491,Champions,Low,0.011241667,2736.53,30.76315892063081,Routine: Standard newsletter + rewards update,0.0,0.0,0.0
355512,Dormant Members,Low,0.06671333,9031.21,602.5021212959289,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355515,Champions,Low,0.0067672958,11250.1,76.13275410407223,Routine: Standard newsletter + rewards update,0.0,13.0,20926.0
355578,Dormant Members,Low,0.07150604,29676.81,2122.0711127234995,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,4.0,9127.0
355628,Dormant Members,Critical,0.999864,2396.67,2396.344010220766,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355669,Champions,Low,0.02292702,6334.47,145.23051876481622,Routine: Standard newsletter + rewards update,2.033333333333333,3.0,4645.0
355707,Dormant Members,Low,0.03389925,7380.09,250.17952605519443,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,8.0,15760.0
355724,Dormant Members,Low,0.059744544,2894.33,172.92042698271572,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355750,Champions,Low,0.0059122685,2839.01,16.78498949157074,Routine: Standard newsletter + rewards update,0.0,13.0,17995.0
355775,Champions,Low,0.017370105,5067.0,88.0143209695816,Routine: Standard newsletter + rewards update,0.0,7.0,11147.0
355781,Dormant Members,Critical,0.9998436,8078.53,8077.266497001648,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355795,Champions,Low,0.005090674,27789.69,141.46825012141372,Routine: Standard newsletter + rewards update,0.0,5.0,10970.0
355839,Dormant Members,Low,0.06127656,5618.49,344.2817327770963,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355906,Champions,Low,0.009502623,11472.24,109.01637432664631,Routine: Standard newsletter + rewards update,1.0333333333333334,14.0,25451.0
355908,Dormant Members,Low,0.010009619,3660.77,36.64291443786584,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
355994,Champions,Low,0.0047366098,8432.82,39.94297749057412,Routine: Standard newsletter + rewards update,0.0,6.0,7014.0
355995,Champions,Low,0.09423052,5010.92,472.18158597886566,Routine: Standard newsletter + rewards update,4.0,6.0,11850.0
356237,Champions,Low,0.012344749,2659.71,32.833451599655675,Routine: Standard newsletter + rewards update,0.0,9.0,23503.5
356240,Dormant Members,Low,0.033021245,26900.27,888.2804103184864,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,10927.0
356460,Champions,Low,0.007287649,4458.11,32.4891407591151,Routine: Standard newsletter + rewards update,0.0,12.0,18540.0
356507,Champions,Low,0.011714679,2514.28,29.45398359138519,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,8085.0
356558,Champions,Low,0.005700483,2676.95,15.25990793169476,Routine: Standard newsletter + rewards update,0.0,10.0,14217.0
356561,Champions,Low,0.020935819,7180.27,150.32482988134026,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,9309.0
356578,Dormant Members,Low,0.011661812,2759.98,32.18636714341119,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,12.0,32593.5
356613,Champions,Low,0.012383068,15272.8,189.1241206511855,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,26557.0
356618,Champions,Low,0.032806963,6612.62,216.93997787773608,Routine: Standard newsletter + rewards update,1.0333333333333334,17.0,24732.0
356708,Dormant Members,Low,0.10844617,6273.91,680.381531567052,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,15.0,16515.0
356712,Champions,Low,0.0076672784,4716.26,36.160878451680766,Routine: Standard newsletter + rewards update,0.0,2.0,4706.0
356812,Champions,Low,0.008285985,6763.18,56.03961025236175,Routine: Standard newsletter + rewards update,0.0,9.0,18077.0
356828,Champions,Low,0.015488902,12168.74,188.4804226240888,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,22358.0
356955,Champions,Low,0.010809048,13583.62,146.82600166624414,Routine: Standard newsletter + rewards update,0.0,10.0,12911.0
356980,Champions,Low,0.0029910437,4510.19,13.490175519289911,Routine: Standard newsletter + rewards update,0.0,4.0,6332.0
357059,Champions,Low,0.002745753,5780.18,15.870946120801383,Routine: Standard newsletter + rewards update,0.0,18.0,59613.0
357138,Champions,Low,0.004894882,8797.83,43.06433948528487,Routine: Standard newsletter + rewards update,0.0,12.0,21851.0
357149,Champions,Low,0.045140393,4526.13,204.311287323609,Routine: Standard newsletter + rewards update,3.066666666666667,7.0,10539.0
